,PID,Prop Type,Status,Area,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip,MLS
1503573,790-666-14-43-00000,Single Family,CLOSD,52,3245 Ransom Hills RD,Proctors Point,Detached,3,2.1,7,"1,584","$154,950 ","$152,000 ",76,6/25/2015,23237,CVR
1721703,786-69-00-80-600-000,Single Family,CLOSD,52,5104 Carryback DR,Shady Creek,Detached,3,2,6,"1,594","$154,995 ","$158,495 ",2,7/27/2017,23434,CVR
2101680,789-67-82-72-700-000,Single Family,CLOSD,52,2935 Alcott RD,Rayon Park,Detached,3,1,6,"1,344","$155,000 ","$155,000 ",94,7/8/2021,23237,CVR
1924934,799-65-95-44-900-000,Single Family,CLOSD,52,2300 Osborne RD,Chester,Detached,3,2,6,"1,296","$155,000 ","$155,000 ",0,8/20/2019,23831,CVR
1910743,788-69-25-15-600-000,Single Family,CLOSD,52,4804 Castlewood RD,Grindall Creek Park,Detached,4,1,7,"1,188","$155,000 ","$159,950 ",3,5/7/2019,23234,CVR
1833429,792-65-92-38-400-000,Single Family,CLOSD,52,3532 Castlebury DR,Cameron Run,Detached,3,2,5,"1,008","$155,000 ","$155,000 ",3,11/20/2018,23831,CVR
1813038,794-66-02-64-700-000,Single Family,CLOSD,52,3128 Castlebury DR,Cameron Run,Detached,3,2.1,6,"1,468","$155,000 ","$108,150 ",49,7/31/2018,23831,CVR
1725258,791-66-23-09-600-000,Single Family,CLOSD,52,10812 Timonium DR,Mineola,Detached,3,2,5,"1,100","$155,000 ","$152,000 ",16,9/15/2017,23831,CVR
1716635,796-65-76-83-500-000,Condo/Town,CLOSD,52,12036 Perdue Springs LOOP Unit#12036,Westchester Townhouses,Townhouse,3,2.1,5,"1,200","$155,000 ","$157,000 ",3,6/22/2017,23831,CVR
1715924,791-66-63-19-100-000,Single Family,CLOSD,52,3024 Gaffney RD,Quail Oaks,Detached,3,1,6,"1,202","$155,000 ","$150,000 ",5,6/15/2017,23237,CVR
1713574,787-66-47-66-500-000,Single Family,CLOSD,52,4100 Farm Field DR,Hilltop Farms,Detached,3,2,5,"1,254","$155,000 ","$155,000 ",8,6/2/2017,23831,CVR
1636606,793-66-26-02-200-000,Single Family,CLOSD,52,10810 Surry RD,Shady Springs,Detached,3,2,8,"1,708","$155,000 ","$164,200 ",19,1/27/2017,23831,CVR
1632631,790-66-65-76-500-000,Single Family,CLOSD,52,9704 Ransom Hills TER,Proctors Point,Detached,3,2.1,6,"1,536","$155,000 ","$153,000 ",96,2/16/2017,23237,CVR
1614729,788-67-77-87-400-000,Single Family,CLOSD,52,3040 Libwood AVE,Rayon Park,Detached,3,2,5,"1,273","$155,000 ","$159,000 ",73,10/13/2016,23237,CVR
1612800,788-68-84-46-000-000,Single Family,CLOSD,52,2917 Emblem DR,Ranch Acres,Detached,3,2,7,"2,548","$155,000 ","$148,350 ",2,6/24/2016,23234,CVR
1610196,795-66-58-26-400-000,Single Family,CLOSD,52,10313 Elokomin AVE,None,Detached,2,1.1,6,"1,312","$155,000 ","$154,650 ",47,7/18/2016,23237,CVR
1604589,793-665-15-88-00000,Single Family,CLOSD,52,10100 Beaumont AVE,Central Park,Detached,3,2,6,"1,492","$155,000 ","$153,000 ",60,11/7/2016,23237,CVR
1523921,794-660-46-90-00000,Single Family,CLOSD,52,3005 New Found LN,Cameron Run,Detached,4,2,6,"1,224","$155,000 ","$155,000 ",9,10/13/2015,23831,CVR
1523113,793-661-77-62-00000,Single Family,CLOSD,52,11006 Rufford RD,Cameron Run,Detached,3,2,6,"1,296","$155,000 ","$160,000 ",2,9/28/2015,23831,CVR
1431827,789-657-05-97-00000,Single Family,CLOSD,52,11518 Chester Station DR,Chester Station,Detached,3,2,5,"1,288","$155,000 ","$153,000 ",22,2/26/2015,23831,CVR
1225304,790-684-36-37-00000,Single Family,CLOSD,52,6411 St George ST,Bensley,Detached,4,3,9,"2,086","$155,000 ","$144,250 ",99,5/13/2013,23234,CVR
1225043,792-668-66-92-00000,Single Family,CLOSD,52,2733 Kingsdale RD,Quail Oaks,Detached,3,2.1,8,"1,923","$155,000 ","$129,000 ",300,9/27/2013,23237,CVR
1900833,786-69-24-09-100-000,Single Family,CLOSD,52,4707 Willesden RD,Falling Creek Court,Detached,3,1,5,"1,075","$155,500 ","$150,000 ",8,4/10/2019,23234,CVR
1202523,792-663-50-12-00000,Single Family,CLOSD,52,10525 Surry RD,Mineola,Detached,3,2,6,"1,464","$155,900 ","$150,000 ",140,8/8/2012,23831,CVR
1726649,796-65-88-73-600-000,Condo/Town,CLOSD,52,2726 Goyne TER Unit#2726,Westchester Townhouses,Townhouse,2,2.1,5,"1,320","$156,000 ","$155,000 ",43,10/31/2017,23831,CVR
1306302,7906660642,Single Family,CLOSD,52,9707 RANSOM HILLS TURN,Proctors Point,Detached,3,2.1,7,"1,758","$156,000 ","$150,000 ",63,7/10/2013,23237,CVR
1729461,790-66-66-34-900-000,Single Family,CLOSD,52,9720 Ransom Hills TER,Proctors Point,Detached,3,2,5,"1,284","$156,500 ","$159,950 ",7,10/5/2017,23237,CVR
1419329,799-660-72-06-00000,Single Family,CLOSD,52,2307 China Cat TER,None,Detached,3,2.1,6,"1,400","$156,500 ","$155,000 ",9,8/27/2014,23831,CVR
1303710,793-660-48-64-00000,Single Family,CLOSD,52,3313 New Found LN,Cameron Run,Detached,4,2.1,7,"1,680","$156,500 ","$156,500 ",29,4/22/2013,23831,CVR
1705074,794-66-03-92-300-000,Single Family,CLOSD,52,3129 Castlebury DR,Cameron Run,Detached,3,1,6,"1,408","$156,900 ","$145,000 ",74,6/21/2017,23831,CVR
1400325,789-660-56-13-00000,Single Family,CLOSD,52,3905 Paces Ferry RD,Ascot Pointe,Detached,4,2.1,8,"1,796","$156,900 ","$151,500 ",38,2/14/2014,23831,CVR
1608872,795-66-76-42-800-000,Single Family,CLOSD,52,9925 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$157,000 ","$157,000 ",59,12/22/2016,23237,CVR
1608866,795-66-69-24-500-000,Single Family,CLOSD,52,9972 Reymet CT,Rachels Way,Detached,3,2,6,"1,232","$157,000 ","$157,000 ",183,11/4/2016,23237,CVR
1605840,795-66-75-64-100-000,Single Family,CLOSD,52,9917 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$157,000 ","$157,000 ",19,8/31/2016,23237,CVR
1516682,795-667-48-13-00000,Single Family,CLOSD,52,9928 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$157,000 ","$157,000 ",0,12/14/2015,23237,CVR
1500763,795-667-64-28-00000,Single Family,CLOSD,52,9929 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$157,000 ","$157,000 ",74,8/27/2015,23237,CVR
1330290,795-666-66-81-00000,Single Family,CLOSD,52,9948 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$157,000 ","$152,000 ",117,6/6/2014,23237,CVR
1329311,792-661-66-87-00000,Single Family,CLOSD,52,10913 Crofton CT,Chipchase At Mineola,Detached,3,2.1,9,"1,626","$157,000 ","$158,000 ",59,1/21/2014,23831,CVR
1202208,790-662-64-17-00000,Single Family,CLOSD,52,10849 Tuscola DR,Mineola Heights,Detached,3,3.1,7,"1,958","$157,000 ","$157,199 ",9,3/26/2012,23831,CVR
1411875,789-658-08-06-00000,Single Family,CLOSD,52,11512 Chester Station DR,Chester Station,Detached,3,2,6,"1,284","$157,500 ","$157,500 ",39,7/28/2014,23831,CVR
1741953,791-66-34-52-500-000,Single Family,CLOSD,52,10729 Timonium DR,Mineola,Detached,4,2,7,"1,308","$157,900 ","$157,900 ",4,1/17/2018,23831,CVR
1924882,785-69-08-84-200-000,Single Family,CLOSD,52,3312 Mill Race RD,Shady Creek,Detached,3,1.1,6,"1,584","$157,950 ","$155,000 ",5,8/30/2019,23234,CVR
1906220,792-66-70-42-400-000,Single Family,CLOSD,52,2942 Gaffney RD,Quail Oaks,Detached,3,1,5,"1,040","$158,000 ","$150,000 ",3,4/15/2019,23237,CVR
1207540,788-662-70-94-00000,Single Family,CLOSD,52,10313 Hamlin DR,Glen Oaks,Detached,3,2.1,6,"1,732","$158,000 ","$161,500 ",29,6/19/2012,23831,CVR
1827002,790-68-43-52-100-000,Single Family,CLOSD,52,6421 St George ST,Bensley,Detached,3,2,7,"1,724","$158,500 ","$145,000 ",33,9/28/2018,23234,CVR
1729564,788-68-67-90-200-000,Single Family,CLOSD,52,6014 Grinton RD,Falling Creek Hills,Detached,3,2,5,"1,056","$158,500 ","$158,500 ",3,9/22/2017,23234,CVR
1724429,796-65-75-63-700-000,Condo/Town,CLOSD,52,12124 Perdue Springs LOOP Unit#0,Westchester Townhouses,Townhouse,3,2.1,6,"1,360","$158,500 ","$158,500 ",7,8/18/2017,23831,CVR
1501193,793-660-90-25-00000,Single Family,CLOSD,52,3225 Castlebury DR,Cameron Run,Detached,3,2,6,"1,384","$158,500 ","$158,500 ",13,3/21/2015,23831,CVR
1510189,790-667-59-26-00000,Single Family,CLOSD,52,9613 Ransom Hills TER,Proctors Point,Detached,3,2.1,7,"1,758","$158,900 ","$158,900 ",17,5/29/2015,23237,CVR
2009388,788-69-01-39-200-000,Single Family,CLOSD,52,5014 Vayo AVE,Falling Creek Hills,Detached,3,1.1,6,984,"$159,000 ","$155,000 ",52,7/29/2020,23234,CVR
1934842,786-67-19-15-100-000,Single Family,CLOSD,52,8712 Firethorne LN,Kingsland Acres,Detached,3,1,5,960,"$159,000 ","$142,000 ",17,11/22/2019,23237,CVR
1926750,788-69-24-74-900-000,Single Family,CLOSD,52,4806 Castlewood RD,Grindall Creek Park,Detached,4,1,6,"1,188","$159,000 ","$165,000 ",6,10/4/2019,23234,CVR
1923315,787-67-22-65-000-000,Single Family,CLOSD,52,3518 Springshire DR,Kingsland Acres,Detached,3,1,5,"1,032","$159,000 ","$159,000 ",6,8/30/2019,23237,CVR
1912488,787-68-46-88-200-000,Single Family,CLOSD,52,6230 & 6232 Strathmore RD,Burton Heights,Detached,4,2.1,9,"1,950","$159,000 ","$177,000 ",4,6/6/2019,23234,CVR
1809654,796-65-87-01-400-000,Condo/Town,CLOSD,52,2827 Goyne TER Unit#0,Westchester Townhouses,Townhouse,3,2.1,6,"1,320","$159,000 ","$159,000 ",3,5/1/2018,23831,CVR
1734148,795-65-93-31-900-000,Single Family,CLOSD,52,11617 Elmwood LN,Fan Court,Detached,4,2,8,"2,406","$159,000 ","$161,700 ",13,10/19/2017,23831,CVR
1631048,789-65-74-14-400-000,Single Family,CLOSD,52,4102 Railgate TER,Chester Station,Detached,3,2,5,"1,288","$159,000 ","$159,000 ",57,12/22/2016,23831,CVR
1629230,793-66-57-93-700-000,Single Family,CLOSD,52,10160 Brandywine AVE,Central Park,Detached,3,2.1,6,"1,400","$159,000 ","$159,000 ",3,10/12/2016,23237,CVR
1612121,791-66-36-04-500-000,Single Family,CLOSD,52,10802 Stilton DR,Mineola,Detached,4,2,5,"1,280","$159,000 ","$162,000 ",22,7/1/2016,23831,CVR
1522772,789-685-55-94-00000,Single Family,CLOSD,52,6100 Hudswell LN,Falling Creek Hills,Detached,4,2.1,8,"2,082","$159,000 ","$159,000 ",7,9/23/2015,23234,CVR
1422285,788-685-71-24-00000,Single Family,CLOSD,52,6201 Strathcona ST,Falling Creek Hills,Detached,3,2,6,"1,850","$159,000 ","$159,000 ",105,12/18/2014,23234,CVR
1421195,788-662-01-04-00000,Single Family,CLOSD,52,10607 Hamlin DR,Ascot Forest,Detached,4,2.1,7,"1,924","$159,000 ","$160,000 ",83,11/21/2014,23831,CVR
1415941,793-661-46-21-00000,Single Family,CLOSD,52,11042 Rufford RD,Cameron Run,Detached,3,2,5,"1,332","$159,000 ","$158,000 ",19,8/29/2014,23831,CVR
1407581,796-658-89-78-00000,Single Family,CLOSD,52,2702 Perdue CT,Warfield Estates,Detached,3,2.1,7,"1,614","$159,000 ","$154,000 ",40,5/30/2014,23831,CVR
1206341,792-661-64-36-00000,Single Family,CLOSD,52,11006 Crofton CIR,Chipcase At Mineola,Detached,3,2.1,6,"1,860","$159,000 ","$155,000 ",90,9/7/2012,23831,CVR
1504900,789-684-67-41-00000,Single Family,CLOSD,52,6407 Westwood ST,Bensley,Detached,3,2,6,"1,546","$159,500 ","$158,000 ",27,5/26/2015,23234,CVR
1215055,792-661-24-00-00000,Single Family,CLOSD,52,3501 Mineola DR,Mineola,Detached,4,2,7,"1,512","$159,500 ","$135,000 ",82,3/11/2013,23831,CVR
1202911,795-666-77-61-00000,Single Family,CLOSD,52,9960 Reymet CT,Rachels Way,Detached,3,2,7,"1,465","$159,500 ","$159,500 ",203,3/29/2013,23237,CVR
1202639,795-667-75-09-00000,Single Family,CLOSD,52,9937 Reymet CT,Rachels Way,Detached,3,2,6,"1,465","$159,500 ","$159,500 ",243,3/28/2013,23237,CVR
1920999,788-68-29-37-600-000,Single Family,CLOSD,52,6813 Wentworth ST,Glen Conner,Detached,3,1,5,"1,144","$159,900 ","$152,000 ",3,7/30/2019,23237,CVR
1905154,796-65-78-07-700-000,Condo/Town,CLOSD,52,2864 Goyne LOOP Unit#2864,Westchester Townhouses,Townhouse,3,2.1,6,"1,320","$159,900 ","$159,900 ",3,4/5/2019,23831,CVR
1823334,798-66-09-62-300-000,Single Family,CLOSD,52,2332 Coxendale RD,Normandale Terrace,Detached,3,1,5,960,"$159,900 ","$159,900 ",3,8/24/2018,23831,CVR
1622926,793-66-16-64-800-000,Single Family,CLOSD,52,11018 Rufford RD,Cameron Run,Detached,3,2,5,"1,206","$159,900 ","$159,000 ",4,8/19/2016,23831,CVR
1606108,794-65-74-72-900-000,Single Family,CLOSD,52,3224 Osborne RD,Chester Heights,Detached,3,3,8,"2,274","$159,900 ","$152,500 ",15,4/28/2016,23831,CVR
1328739,793-665-41-79-00000,Single Family,CLOSD,52,10119 Beaumont AVE,Central Park,Detached,3,2.1,5,"1,400","$159,900 ","$159,900 ",181,6/17/2014,23237,CVR
1211852,789-667-53-50-00000,Single Family,CLOSD,52,9531 Chester RD,None,Detached,3,2.1,7,"1,716","$159,900 ","$152,500 ",40,7/11/2012,23237,CVR
1203088,790-666-73-72-00000,Single Family,CLOSD,52,9705 Ransom Hills TER,Proctors Point,Detached,3,2.1,6,"1,547","$159,900 ","$159,900 ",76,6/15/2012,23237,CVR
1131114,795-660-29-26-00000,Single Family,CLOSD,52,11451 Rolling Brook RD,Fan Court,Detached,5,2.1,10,"2,464","$159,900 ","$160,350 ",71,3/23/2012,23831,CVR
2123836,788-69-17-75-800-000,Single Family,CLOSD,52,2804 Pate AVE,Grindall Creek Park,Detached,2,1,5,732,"$159,950 ","$147,000 ",10,10/1/2021,23234,CVR
2012609,787-69-09-13-600-000,Single Family,CLOSD,52,2913 Falling Creek AVE,None,Detached,3,1,6,"1,350","$159,950 ","$160,000 ",51,7/28/2020,23234,CVR
2007723,790-65-86-65-400-000,Single Family,CLOSD,52,3801 Wood Dale RD,Wood Dale,Detached,3,1,5,960,"$159,950 ","$166,250 ",5,4/17/2020,23831,CVR
1905062,786-67-09-19-000-000,Single Family,CLOSD,52,8824 Firethorne LN,Kingsland Acres,Detached,3,2,5,"1,296","$159,950 ","$169,000 ",4,3/22/2019,23237,CVR
1839833,796-66-51-22-100-000,Single Family,CLOSD,52,10362 Ramona AVE,Halfway House Heights,Detached,3,1,6,"1,600","$159,950 ","$159,950 ",67,3/15/2019,23237,CVR
1835630,792-67-05-09-000-000,Single Family,CLOSD,52,9124 Oak Lawn ST,Crescent Park,Detached,3,1,5,"1,331","$159,950 ","$160,000 ",41,12/14/2018,23237,CVR
1834021,785-69-27-93-300-000,Single Family,CLOSD,52,4831 Banton ST,Falling Creek Court,Detached,3,2,5,"1,080","$159,950 ","$159,950 ",52,12/31/2018,23234,CVR
1832475,786-67-29-24-600-000,Single Family,CLOSD,52,8512 Firethorne LN,Kingsland Acres,Detached,3,1,5,"1,224","$159,950 ","$159,950 ",4,11/5/2018,23237,CVR
1832283,789-68-22-95-800-000,Single Family,CLOSD,52,6907 Strathmore CT,Glen Conner,Detached,3,1,5,"1,144","$159,950 ","$157,000 ",14,10/26/2018,23237,CVR
1828178,791-66-22-30-200-000,Single Family,CLOSD,52,11008 Timonium DR,Mineola,Detached,3,1,5,"1,074","$159,950 ","$159,950 ",24,10/4/2018,23831,CVR
1815492,799-66-07-78-600-000,Single Family,CLOSD,52,2108 Fortview DR,Coxendale,Detached,3,1.1,6,"1,040","$159,950 ","$162,000 ",2,6/7/2018,23831,CVR
1731379,788-69-03-49-000-000,Single Family,CLOSD,52,5015 Vayo AVE,Falling Creek Hills,Detached,4,2,9,"1,692","$159,950 ","$163,900 ",25,10/23/2017,23234,CVR
1725668,788-68-87-03-900-000,Single Family,CLOSD,52,5500 Kay RD,Ranch Acres,Detached,3,2,7,"1,434","$159,950 ","$154,000 ",27,9/19/2017,23234,CVR
1719346,793-66-56-07-800-000,Single Family,CLOSD,52,10120 Brandywine AVE,Central Park,Detached,3,2.1,5,"1,318","$159,950 ","$163,000 ",30,8/29/2017,23237,CVR
1716304,790-66-79-56-600-000,Single Family,CLOSD,52,9548 Dawnshire RD,Quail Oaks,Detached,4,2,8,"1,625","$159,950 ","$175,000 ",10,6/26/2017,23237,CVR
1634458,789-68-38-93-200-000,Single Family,CLOSD,52,2719 Sherbourne RD,Bensley,Detached,4,2,8,"2,024","$159,950 ","$162,950 ",63,1/27/2017,23237,CVR
1627411,800-66-03-66-300-000,Single Family,CLOSD,52,2032 Fortview DR,Coxendale,Detached,3,1.1,5,"1,040","$159,950 ","$150,000 ",6,10/20/2016,23831,CVR
1616750,788-66-31-69-600-000,Single Family,CLOSD,52,4001 Hilltop Field DR,Hilltop Farms,Detached,3,2,6,"1,270","$159,950 ","$155,000 ",4,6/24/2016,23831,CVR
1606567,795-65-99-25-600-000,Single Family,CLOSD,52,11609 Wilton DR,Fan Court,Detached,2,2,5,"1,300","$159,950 ","$159,950 ",3,4/8/2016,23831,CVR
1530968,790-661-04-50-00000,Single Family,CLOSD,52,10831 Old Centralia RD,None,Detached,3,2,5,"1,404","$159,950 ","$158,950 ",84,3/24/2016,23831,CVR
1520324,788-664-43-65-00000,Single Family,CLOSD,52,3906 Farm Field DR,Hilltop Farms,Detached,3,2,6,"1,314","$159,950 ","$156,500 ",35,12/21/2015,23831,CVR
1510000,791-663-28-05-00000,Single Family,CLOSD,52,10806 Timonium DR,Mineola,Detached,2,2,5,"1,380","$159,950 ","$161,000 ",140,10/30/2015,23831,CVR
1415461,791-662-61-98-00000,Single Family,CLOSD,52,10830 Stilton DR,Mineola,Detached,3,2,6,"1,536","$159,950 ","$160,950 ",92,11/10/2014,23831,CVR
1222762,793-657-44-12-00000,Single Family,CLOSD,52,3326 Grove AVE,Chester Heights,Detached,3,2,7,"2,358","$159,950 ","$155,000 ",109,2/8/2013,23831,CVR
1206207,792-659-31-84-00000,Single Family,CLOSD,52,3526 Castlebury DR,Cameron Run,Detached,3,2,6,"1,368","$159,950 ","$155,000 ",59,7/9/2012,23831,CVR
1121756,789-658-35-49-00000,Single Family,CLOSD,52,11433 Chester RD,Wood Dale,Detached,3,2,5,"2,003","$159,950 ","$159,950 ",153,3/6/2012,23831,CVR
1704274,790-66-66-24-300-000,Single Family,CLOSD,52,9726 Ransom Hills TER,Proctors Point,Detached,3,1.1,7,"1,536","$159,990 ","$159,990 ",33,5/18/2017,23237,CVR
1206424,796-657-66-59-00000,Condo/Town,CLOSD,52,3036 Perdue Springs LN Unit#7,Westchester Townhouses,Townhouse,3,1.1,6,"1,280","$159,990 ","$159,990 ",3,3/20/2012,23831,CVR
1933151,789-68-10-38-900-000,Single Family,CLOSD,52,2911 Swineford RD,Swineford Road Sub,Detached,3,2,5,"1,008","$159,999 ","$157,000 ",89,2/20/2020,23237,CVR
1405361,788-689-81-63-00000,Single Family,CLOSD,52,2813 Goolsby AVE,Dupont Square,Detached,3,2,6,"1,286","$159,999 ","$157,000 ",136,9/12/2014,23234,CVR
2125897,793-66-21-37-600-000,Single Family,CLOSD,52,10709 Surry RD,Mineola,Detached,3,2,6,"1,364","$160,000 ","$160,000 ",0,9/3/2021,23831,CVR
2120699,792-66-70-30-300-000,Single Family,CLOSD,52,2949 Gaffney RD,Quail Oaks,Detached,3,1,5,"1,040","$160,000 ","$160,000 ",11,8/10/2021,23237,CVR
2023394,791-66-14-50-200-000,Single Family,CLOSD,52,3631 Mineola DR,Mineola,Detached,3,1,6,960,"$160,000 ","$185,000 ",7,9/15/2020,23831,CVR
1830684,790-66-63-54-500-000,Single Family,CLOSD,52,3229 Ransom Hills RD,Proctors Point,Detached,3,1,6,"1,128","$160,000 ","$160,000 ",26,11/16/2018,23237,CVR
1815224,792-67-96-81-600-000,Single Family,CLOSD,52,2510 Troycott PL,Patterson Park Resub,Detached,3,1,5,"1,075","$160,000 ","$160,000 ",236,2/26/2019,23237,CVR
1705729,785-69-00-96-600-000,Single Family,CLOSD,52,3419 Shady Creek RD,Shady Creek,Detached,3,2,5,"1,232","$160,000 ","$157,000 ",24,5/5/2017,23234,CVR
1618250,791-66-01-64-000-000,Single Family,CLOSD,52,3635 Chagford DR,Mineola,Detached,3,2,7,"1,344","$160,000 ","$161,850 ",85,10/14/2016,23831,CVR
1613164,794-66-11-61-700-000,Single Family,CLOSD,52,3300 Walnut Cove CT,Cameron Run,Detached,3,2.1,6,"1,400","$160,000 ","$160,000 ",31,7/15/2016,23831,CVR
1601225,788-673-45-08-00000,Single Family,CLOSD,52,3400 Kingsland RD,None,Detached,2,2,6,"1,368","$160,000 ","$160,000 ",6,3/3/2016,23237,CVR
1529302,792-666-43-96-00000,Single Family,CLOSD,52,9819 Gaffney CT,Quail Oaks,Detached,4,2,5,"2,080","$160,000 ","$155,000 ",44,2/19/2016,23237,CVR
1502583,788-664-50-66-00000,Single Family,CLOSD,52,3900 Farm Field DR,Hilltop Farms,Detached,3,2.1,6,"1,480","$160,000 ","$162,000 ",10,3/6/2015,23831,CVR
1329521,789-661-42-94-00000,Single Family,CLOSD,52,10804 Erin Green CT,Erin Green,Detached,3,2,7,"1,496","$160,000 ","$157,000 ",5,12/30/2013,23831,CVR
1300142,789-659-09-64-00000,Single Family,CLOSD,52,11110 Kentshire LN,Ascot Pointe,Detached,3,2.1,7,"2,156","$160,000 ","$160,000 ",18,3/1/2013,23831,CVR
2031482,794-66-01-49-500-000,Single Family,CLOSD,52,3305 Walnut Cove CT,Cameron Run,Detached,3,2,5,"1,170","$162,000 ","$162,000 ",6,11/24/2020,23831,CVR
1737730,792-67-93-11-700-000,Single Family,CLOSD,52,2531 Alcott RD,Patterson Park Resub,Detached,3,1.1,6,"1,431","$162,000 ","$157,000 ",11,12/7/2017,23237,CVR
1627872,794-66-03-65-900-000,Single Family,CLOSD,52,3112 Castlebury DR,Cameron Run,Detached,3,2,5,"1,156","$162,000 ","$162,500 ",3,9/27/2016,23831,CVR
1603037,793-660-58-28-00000,Single Family,CLOSD,52,3307 Castlebury DR,Cameron Run,Detached,3,2,6,"1,404","$162,000 ","$162,000 ",103,7/13/2016,23831,CVR
1401129,795-666-87-89-00000,Single Family,CLOSD,52,9949 Reymet CT,Rachels Way,Detached,3,2,6,"1,535","$162,000 ","$174,000 ",0,12/5/2014,23237,CVR
1401030,796-666-07-48-00000,Single Family,CLOSD,52,9973 Reymet CT,Rachels Way,Detached,3,2,6,"1,535","$162,000 ","$162,000 ",0,6/30/2014,23237,CVR
1927148,786-67-19-15-800-000,Single Family,CLOSD,52,8706 Firethorne LN,Kingsland Acres,Detached,3,1,6,960,"$162,500 ","$162,500 ",7,9/26/2019,23237,CVR
1418824,792-661-99-24-00000,Single Family,CLOSD,52,10940 Weybridge RD,Shady Springs,Detached,3,2,8,"1,708","$162,500 ","$158,500 ",21,9/12/2014,23831,CVR
1711453,791-66-79-60-000-000,Single Family,CLOSD,52,2957 Gaffney RD,Quail Oaks,Detached,4,2,7,"1,450","$163,000 ","$158,000 ",12,5/24/2017,23237,CVR
1732345,796-65-76-03-400-000,Condo/Town,CLOSD,52,12030 Perdue Springs LOOP Unit#12030,Westchester Townhouses,Townhouse,3,2.1,5,"1,200","$163,500 ","$155,000 ",87,1/30/2018,23831,CVR
1636957,794-66-03-17-300-000,Single Family,CLOSD,52,3107 New Found LN,Cameron Run,Detached,3,2,6,"1,158","$163,500 ","$164,900 ",11,12/23/2016,23831,CVR
1729087,7.93666E+15,Single Family,CLOSD,52,2905 General BLVD,Central Park,Detached,3,2,6,"1,188","$163,900 ","$165,000 ",22,10/6/2017,23237,CVR
1510214,791-658-61-44-00000,Single Family,CLOSD,52,3631 Kiefer RD,Trueheart Heights,Detached,3,2,7,"1,669","$164,000 ","$150,000 ",10,5/22/2015,23831,CVR
2005272,797-66-15-71-100-000,Single Family,CLOSD,52,2429 Rio Vista ST,Normandale Terrace,Detached,3,1,5,"1,075","$164,500 ","$165,500 ",3,4/14/2020,23831,CVR
1835613,790-66-61-77-500-000,Single Family,CLOSD,52,9628 Ransom Hills PL,Proctors Point,Detached,3,2,6,"1,284","$164,500 ","$168,000 ",0,11/5/2018,23237,CVR
1629881,789-68-84-60-900-000,Single Family,CLOSD,52,5609 Pat LN,Ranch Acres,Detached,4,2,6,"1,671","$164,900 ","$165,000 ",5,10/6/2016,23234,CVR
1521825,791-660-88-32-00000,Single Family,CLOSD,52,3531 Chagford DR,Mineola,Detached,3,2,6,"1,444","$164,900 ","$164,900 ",4,9/10/2015,23831,CVR
1428398,791-683-92-53-00000,Single Family,CLOSD,52,2407 Aberdeen RD,Bensley,Detached,4,2,6,"1,982","$164,900 ","$164,900 ",12,11/25/2014,23237,CVR
1303713,787-664-46-20-00000,Single Family,CLOSD,52,4104 Hilltop Farms TER,Hilltop Farms,Detached,3,2,7,"1,642","$164,900 ","$164,900 ",65,6/3/2013,23831,CVR
1221855,790-673-24-50-00000,Single Family,CLOSD,52,3021 Kingsland RD,None,Detached,3,2,7,"1,800","$164,900 ","$169,500 ",15,11/5/2012,23237,CVR
1220222,787-663-75-26-00000,Single Family,CLOSD,52,4021 Centralia RD,Shirley Manor Estates,Detached,3,2,7,"2,423","$164,900 ","$157,000 ",80,12/10/2012,23831,CVR
2008177,786-68-95-18-000-000,Single Family,CLOSD,52,5108 Mill Race CIR,Shady Creek,Detached,2,1.1,5,"1,332","$164,950 ","$164,950 ",4,5/7/2020,23234,CVR
1741447,787-69-07-29-000-000,Single Family,CLOSD,52,5014 Douglas AVE,Falling Creek Court,Detached,3,2,6,"1,152","$164,950 ","$165,000 ",9,3/9/2018,23234,CVR
