,PID,Prop Type,Status,Area,Address,Subdivision,Type,# Bedrooms,Total Baths,# Rooms,Fin SF,List Price,Sales Price,Days On Market,Sales Date,Zip,MLS
1420032,796-658-98-16-00000,Condo/Town,CLOSD,52,2712 Goyne LOOP Unit#2712,Westchester Townhouses,Townhouse,3,2.1,5,"1,548","$142,500 ","$149,000 ",8,9/3/2014,23831,CVR
1204721,788-660-91-73-00000,Single Family,CLOSD,52,11005 OLD CHESHIRE LN,Hamlins Reach,Detached,4,2.1,7,"1,936","$142,500 ","$142,500 ",38,5/22/2012,23831,CVR
1127759,0,Condo/Town,CLOSD,52,3030 Perdue Springs Loop Unit#6,Westchester Townhouses,Townhouse,3,1.1,6,"1,320","$143,865 ","$146,000 ",105,2/24/2012,23831,CVR
1832920,786-67-29-46-100-000,Single Family,CLOSD,52,3601 Kingsland RD,Kingsland Acres,Detached,3,1,5,"1,032","$144,000 ","$150,000 ",6,10/24/2018,23237,CVR
1430508,790-660-70-67-00000,Single Family,CLOSD,52,3719 Mineola DR,Mineola,Detached,3,1.1,6,"1,200","$144,000 ","$144,000 ",122,5/26/2015,23831,CVR
1721276,785-69-00-08-700-000,Single Family,CLOSD,52,3423 Shady Creek RD,Shady Creek,Detached,3,2,5,"1,232","$144,500 ","$142,500 ",18,9/25/2017,23234,CVR
1620943,793-66-92-00-400-000,Single Family,CLOSD,52,2633 Kingsdale RD,Quail Oaks,Detached,3,1.1,8,"1,300","$144,500 ","$147,500 ",14,8/18/2016,23237,CVR
2205476,788-68-36-79-900-000,Single Family,CLOSD,52,2912 Bensley RD,Wentworth Home Sites,Detached,4,1,7,"1,240","$144,900 ","$151,000 ",2,5/9/2022,23237,CVR
2125799,789-69-20-05-600-000,Single Family,CLOSD,52,4803 Oriole AVE,Grindall Creek Park,Detached,2,1,6,852,"$144,900 ","$140,000 ",27,9/30/2021,23234,CVR
1731244,789-67-16-91-500-000,Single Family,CLOSD,52,8931 Dorsey RD,None,Detached,3,1,7,"1,340","$144,900 ","$144,900 ",58,1/8/2018,23237,CVR
1728354,789-66-05-65-100-000,Single Family,CLOSD,52,3805 Kingstream Layne,Ascot Forest,Detached,4,2.1,7,"2,020","$144,900 ","$145,182 ",37,9/8/2017,23831,CVR
1718037,792-67-90-81-200-000,Single Family,CLOSD,52,2547 Alcott RD,Patterson Park,Detached,3,1.1,7,"1,431","$144,900 ","$140,500 ",5,7/6/2017,23237,CVR
1621611,796-65-75-92-900-000,Condo/Town,CLOSD,52,12106 Perdue Springs LOOP Unit#12106,Westchester Townhouses,Townhouse,2,1.1,5,"1,200","$144,900 ","$140,000 ",3,8/25/2016,23831,CVR
1528871,796-658-67-30-00000,Condo/Town,CLOSD,52,2830 Goyne TER Unit#2830,Westchester Townhouses,Townhouse,3,2.1,6,"1,320","$144,900 ","$140,000 ",121,3/14/2016,23831,CVR
1509756,788-678-80-06-00000,Single Family,CLOSD,52,7519 Senate ST,Rayon Park,Detached,3,2,4,"1,320","$144,900 ","$144,900 ",55,7/30/2015,23237,CVR
1509754,788-678-84-22-00000,Single Family,CLOSD,52,3025 Alcott RD,Rayon Park,Detached,3,1,4,"1,320","$144,900 ","$144,900 ",57,7/15/2015,23237,CVR
1509753,789-678-09-24-00000,Single Family,CLOSD,52,3001 Alcott RD,Rayon Park,Detached,3,2,4,"1,320","$144,900 ","$144,000 ",76,8/3/2015,23237,CVR
1509750,789-678-11-13-00000,Single Family,CLOSD,52,7612 Fonda ST,Rayon Park,Detached,3,2,4,"1,320","$144,900 ","$140,000 ",59,9/29/2015,23237,CVR
1413258,796-658-14-82-00000,Single Family,CLOSD,52,11706 Perdue TER,Warfield Estates,Detached,3,2,5,"1,232","$144,900 ","$144,000 ",30,7/15/2014,23831,CVR
1808041,792-66-59-39-200-000,Single Family,CLOSD,52,10061 S General BLVD,Central Park,Detached,3,1.1,5,"1,050","$144,950 ","$144,950 ",4,4/23/2018,23237,CVR
1527723,796-657-47-41-00000,Condo/Town,CLOSD,52,12142 Perdue Springs LOOP Unit#0,Westchester Townhouses,Townhouse,3,2.1,6,"1,360","$144,950 ","$144,950 ",63,2/17/2016,23831,CVR
1527009,788-677-62-77-00000,Single Family,CLOSD,52,7618 Senate ST,Rayon Park,Detached,3,2,5,"1,220","$144,950 ","$145,000 ",44,1/19/2016,23237,CVR
1520617,789-677-65-41-00000,Single Family,CLOSD,52,2917 Rycliff AVE,Rayon Park,Detached,3,2,5,"1,220","$144,950 ","$141,500 ",4,9/22/2015,23237,CVR
1433367,793-666-81-17-00000,Single Family,CLOSD,52,10100 Brightwood AVE,Central Park,Detached,3,2,6,"1,800","$144,950 ","$144,950 ",40,3/4/2015,23237,CVR
1400132,796-665-05-41-00000,Single Family,CLOSD,52,10344 Ramona AVE,Halfway House Heights,Detached,3,2,5,"1,326","$144,950 ","$142,000 ",72,5/12/2014,23237,CVR
1306024,786-690-25-27-00000,Single Family,CLOSD,52,3300 Mill Race RD,Shady Creek,Detached,3,2,7,"1,347","$144,999 ","$144,999 ",16,5/6/2013,23234,CVR
2215872,788-69-18-45-900-000,Single Family,CLOSD,52,2802 Pate AVE,Grindall Creek Park,Detached,2,1,5,890,"$145,000 ","$156,500 ",1,7/19/2022,23234,CVR
2023768,785-69-32-97-200-000,Single Family,CLOSD,52,4715 Falling Creek CIR,Ampthill Heights,Detached,3,1,6,"1,475","$145,000 ","$165,000 ",3,10/6/2020,23234,CVR
1916750,788-68-35-40-800-000,Single Family,CLOSD,52,2942 Brentwood CIR,Sherbourne Heights,Detached,4,1,6,"1,238","$145,000 ","$145,000 ",7,7/12/2019,23237,CVR
1818938,791-66-79-11-800-000,Single Family,CLOSD,52,2956 Gaffney RD,Quail Oaks,Detached,3,1,5,"1,040","$145,000 ","$150,000 ",2,7/19/2018,23237,CVR
1803982,804-733-9424,Single Family,CLOSD,52,10138 BRIGHTWOOD,Central Park,Detached,3,1,6,"1,464","$145,000 ","$145,500 ",84,7/6/2018,23237,CVR
1742000,787-68-28-18-700-000,Single Family,CLOSD,52,6752 Strathmore RD,Sherbourne Heights,Detached,3,2,6,"1,609","$145,000 ","$143,500 ",32,2/26/2018,23237,CVR
1737676,788-68-36-84-500-000,Single Family,CLOSD,52,2907 Sherbourne RD,Sherbourne Heights,Detached,3,2,6,"1,050","$145,000 ","$145,000 ",9,12/4/2017,23237,CVR
1424485,795-658-99-12-00000,Single Family,CLOSD,52,11900 Warfield Ridge DR,Warfield Estates,Detached,3,2.1,8,"1,884","$145,000 ","$152,600 ",144,3/3/2015,23831,CVR
1413586,792-662-49-27-00000,Single Family,CLOSD,52,10907 Drayton RD,Chipchase At Mineola,Detached,3,2,6,"1,596","$145,000 ","$135,000 ",146,1/23/2015,23831,CVR
1307918,792-671-14-02-00000,Single Family,CLOSD,52,8930 Lawndale ST,None,Detached,5,2,10,"2,112","$145,000 ","$141,000 ",33,6/21/2013,23237,CVR
1126728,789-685-22-81-00000,Single Family,CLOSD,52,2700 Gainford CIR,Falling Creek Hills,Detached,3,1.1,7,"1,590","$145,000 ","$120,000 ",112,3/13/2012,23234,CVR
1700229,784-69-37-97-900-000,Single Family,CLOSD,52,4518 Falling Creek CIR,Ampthill Heights,Detached,3,2,7,"1,296","$145,900 ","$148,000 ",14,4/21/2017,23234,CVR
1224988,791-660-89-68-00000,Single Family,CLOSD,52,3519 E Chagford TER,Mineola,Detached,3,2,5,"1,250","$145,950 ","$142,450 ",102,4/5/2013,23831,CVR
1733696,790-67-73-22-100-000,Single Family,CLOSD,52,2820 Congress RD,Rayon Park,Detached,3,1.1,6,"1,300","$146,000 ","$142,000 ",76,2/26/2018,23237,CVR
1629756,790-66-63-16-700-000,Single Family,CLOSD,52,9631 Ransom Hills PL,Proctors Point,Detached,3,2,6,"1,284","$146,000 ","$146,000 ",3,10/21/2016,23237,CVR
1816302,788-69-00-36-600-000,Single Family,CLOSD,52,2908 Falling Creek AVE,Falling Creek Farms,Detached,3,2,5,"1,032","$147,000 ","$147,000 ",1,6/21/2018,23234,CVR
1505304,788-661-73-19-00000,Single Family,CLOSD,52,10903 Old Cheshire LN,Cheshire,Detached,4,2,6,"1,404","$147,000 ","$155,000 ",17,4/14/2015,23831,CVR
2034117,787-68-56-44-600-000,Single Family,CLOSD,52,6156 Strathmore RD,None,Detached,2,1,4,875,"$147,500 ","$152,000 ",6,12/17/2020,23234,CVR
1710875,792-66-27-14-300-000,Single Family,CLOSD,52,10819 Drayton RD,Chipchase At Mineola,Detached,4,2,6,"1,512","$147,500 ","$147,000 ",10,5/24/2017,23831,CVR
1628394,786-67-09-36-400-000,Single Family,CLOSD,52,8842 Firethorne LN,Squarefield Park,Detached,3,2,6,"1,112","$147,500 ","$147,500 ",6,10/7/2016,23237,CVR
1822945,788-68-81-68-700-000,Single Family,CLOSD,52,2917 Cogbill RD,Ranch Acres,Detached,3,1,6,"1,183","$148,000 ","$133,000 ",9,8/17/2018,23234,CVR
1728383,796-65-87-81-900-000,Condo/Town,CLOSD,52,2811 Goyne TER Unit#2811,Westchester Townhouses,Townhouse,2,2.1,5,"1,320","$148,000 ","$142,000 ",31,10/13/2017,23831,CVR
1313334,793-661-46-21-00000,Single Family,CLOSD,52,11042 Rufford RD,Cameron Run,Detached,3,2,5,"1,332","$148,800 ","$149,000 ",9,7/10/2013,23831,CVR
1740992,788-65-79-83-800-000,Single Family,CLOSD,52,11600 Chester Station DR,Chester Station,Detached,3,1,6,"1,232","$149,000 ","$151,000 ",36,1/31/2018,23831,CVR
1723897,794-66-71-35-200-000,Single Family,CLOSD,52,2618 Woodfin DR,Quail Oaks,Detached,3,1.1,7,"1,492","$149,000 ","$142,000 ",156,1/16/2018,23237,CVR
1604727,788-686-99-38-00000,Single Family,CLOSD,52,6000 Gainford RD,Falling Creek Hills,Detached,3,2.1,5,"1,400","$149,000 ","$145,000 ",3,3/28/2016,23234,CVR
1526290,789-678-30-18-00000,Single Family,CLOSD,52,7613 Fonda ST,Rayon Park,Detached,3,2,5,"1,320","$149,000 ","$149,000 ",148,5/20/2016,23237,CVR
1416356,787-664-62-42-00000,Single Family,CLOSD,52,4111 Farm Field DR,Hilltop Farms,Detached,4,2,6,"1,368","$149,000 ","$138,000 ",21,8/11/2014,23831,CVR
1433557,792-662-67-65-00000,Single Family,CLOSD,52,10812 Drayton RD,Chipchase At Mineola,Detached,3,2.1,8,"1,904","$149,400 ","$135,000 ",61,5/26/2015,23831,CVR
2018578,792-66-72-41-200-000,Single Family,CLOSD,52,2931 Gaffney RD,Quail Oaks,Detached,3,1,5,"1,040","$149,900 ","$150,000 ",2,7/9/2020,23237,CVR
1831914,786-67-39-30-100-000,Single Family,CLOSD,52,8412 Firethorne LN,Kingsland Acres,Detached,3,1,5,"1,008","$149,900 ","$149,900 ",33,11/16/2018,23237,CVR
1825037,788-65-78-56-000-000,Single Family,CLOSD,52,11542 Chester Station DR,Chester Station,Detached,2,1,5,"1,144","$149,900 ","$141,500 ",45,11/26/2018,23831,CVR
1810122,785-69-21-36-600-000,Single Family,CLOSD,52,3120 Space RD,Falling Creek Court,Detached,5,1.1,8,"2,100","$149,900 ","$162,000 ",4,5/30/2018,23234,CVR
1737469,789-66-68-83-700-000,Single Family,CLOSD,52,9710 Ransom Hills Turn,Proctors Point,Detached,3,2.1,7,"1,664","$149,900 ","$155,000 ",61,1/31/2018,23237,CVR
1736774,786-67-09-37-400-000,Single Family,CLOSD,52,8836 Firethorne LN,Squarefield Park,Detached,3,2,6,"1,040","$149,900 ","$144,000 ",55,3/1/2018,23237,CVR
1736364,789-67-83-40-400-000,Single Family,CLOSD,52,7621 Fonda ST,Rayon Park,Detached,3,2,5,"1,215","$149,900 ","$149,900 ",10,11/28/2017,23237,CVR
1721892,788-68-80-08-000-000,Single Family,CLOSD,52,3001 Cogbill RD,Ranch Acres,Detached,3,1.1,6,"1,517","$149,900 ","$153,000 ",3,8/4/2017,23234,CVR
1709415,799-66-11-81-200-000,Single Family,CLOSD,52,2200 Arcadia CT,Normandale Terrace,Detached,3,1,6,"1,155","$149,900 ","$142,500 ",10,4/20/2017,23831,CVR
1704228,789-65-65-28-800-000,Single Family,CLOSD,52,11651 Chester Station DR,Chester Station,Detached,3,2,6,"1,410","$149,900 ","$148,900 ",34,5/31/2017,23831,CVR
1702464,787-68-84-59-900-000,Single Family,CLOSD,52,3024 Freedom LN,None,Detached,3,2,6,"1,332","$149,900 ","$152,900 ",2,3/30/2017,23234,CVR
1631513,792-66-34-21-600-000,Single Family,CLOSD,52,10519 Surry RD,Carrisbrook At Mineola,Detached,4,2.1,8,"1,980","$149,900 ","$150,050 ",131,2/24/2017,23831,CVR
1630805,792-66-01-05-400-000,Single Family,CLOSD,52,3518 Chagford DR,Mineola,Detached,3,2,5,"1,180","$149,900 ","$149,900 ",5,11/2/2016,23831,CVR
1628507,791-66-64-46-300-000,Single Family,CLOSD,52,3034 Rushton RD,Quail Oaks,Attached,3,1.1,7,"1,352","$149,900 ","$147,500 ",84,12/15/2016,23237,CVR
1419740,791-662-82-54-00000,Single Family,CLOSD,52,10907 Stilton DR,Mineola,Detached,3,1.1,7,"1,468","$149,900 ","$145,000 ",123,12/9/2014,23831,CVR
1302797,791-660-59-67-00000,Single Family,CLOSD,52,3607 E Chagford TER,Mineola,Detached,3,2,6,"1,249","$149,900 ","$143,500 ",54,4/15/2013,23831,CVR
1302044,792-660-79-38-00000,Single Family,CLOSD,52,3426 Castlebury DR,Cameron Run,Detached,3,2.1,5,"1,456","$149,900 ","$148,000 ",19,3/14/2013,23831,CVR
1207294,791-662-63-55-00000,Single Family,CLOSD,52,10906 Stilton DR,Mineola,Detached,4,2,6,"1,320","$149,900 ","$149,900 ",26,5/25/2012,23831,CVR
2217125,789-68-92-26-900-000,Single Family,CLOSD,52,2741 Goolsby AVE,Dupont Square,Detached,2,1,5,886,"$149,950 ","$165,500 ",6,8/5/2022,23234,CVR
2125234,789-69-13-24-000-000,Single Family,CLOSD,52,5002 Oriole AVE,Falling Creek Court,Detached,2,1,4,768,"$149,950 ","$150,000 ",29,10/28/2021,23234,CVR
2024257,792-68-10-67-200-000,Single Family,CLOSD,52,2518 Merriewood Ridge CT,Merriewood,Detached,3,1,6,"1,056","$149,950 ","$165,000 ",2,10/9/2020,23237,CVR
1938636,789-68-22-17-800-000,Single Family,CLOSD,52,6811 Strathmore CT,Glen Conner,Detached,3,1,5,"1,092","$149,950 ","$147,950 ",124,6/2/2020,23237,CVR
1937117,789-69-07-66-000-000,Single Family,CLOSD,52,2611 Falling Creek AVE,None,Detached,4,2,7,"1,800","$149,950 ","$163,000 ",5,1/17/2020,23234,CVR
1929972,791-67-13-05-500-000,Single Family,CLOSD,52,9001 Carswell ST,Crescent Park,Detached,2,1,5,998,"$149,950 ","$151,320 ",141,3/19/2020,23237,CVR
1928431,790-66-78-79-300-000,Single Family,CLOSD,52,9524 Dawnshire RD,Quail Oaks,Detached,3,1,6,976,"$149,950 ","$155,000 ",4,10/25/2019,23237,CVR
1837997,792-66-80-11-800-000,Single Family,CLOSD,52,2913 Galena AVE,Quail Oaks,Detached,3,1,5,"1,040","$149,950 ","$149,950 ",4,12/14/2018,23237,CVR
1827169,791-66-81-21-900-000,Single Family,CLOSD,52,3013 Galena AVE,Quail Oaks,Detached,3,1,5,"1,073","$149,950 ","$150,000 ",32,10/26/2018,23237,CVR
1827122,789-67-71-53-000-000,Single Family,CLOSD,52,3015 Rycliff AVE,Rayon Park,Detached,3,2,5,"1,597","$149,950 ","$149,900 ",5,8/29/2018,23237,CVR
1740434,790-68-05-15-200-000,Single Family,CLOSD,52,2635 Drewrys Bluff RD,None,Detached,3,2,7,"1,416","$149,950 ","$148,000 ",21,1/19/2018,23237,CVR
1720766,791-66-22-40-800-000,Single Family,CLOSD,52,11000 Timonium DR,Mineola,Detached,3,2,5,"1,056","$149,950 ","$149,950 ",3,7/17/2017,23831,CVR
1702929,788-68-99-35-100-000,Single Family,CLOSD,52,2806 Brampton WAY,Dupont Square,Detached,3,2,6,"1,500","$149,950 ","$150,000 ",9,3/21/2017,23234,CVR
1632531,788-68-51-50-400-000,Single Family,CLOSD,52,6300 Allerton ST,Falling Creek Hills,Detached,3,1.1,6,"1,548","$149,950 ","$149,950 ",121,2/24/2017,23234,CVR
1611267,789-67-74-38-900-000,Single Family,CLOSD,52,2930 Libwood AVE,Rayon Park,Detached,3,2,5,"1,220","$149,950 ","$149,950 ",61,7/25/2016,23237,CVR
1607809,789-67-75-39-100-000,Single Family,CLOSD,52,2922 Libwood AVE,Rayon Park,Detached,3,2,6,"1,220","$149,950 ","$146,000 ",10,6/27/2016,23237,CVR
1522975,794-657-82-87-00000,Single Family,CLOSD,52,11832 Shady LN,Holly Hills,Detached,4,2,8,"2,700","$149,950 ","$149,000 ",89,2/5/2016,23831,CVR
1522747,791-660-53-86-00000,Single Family,CLOSD,52,3612 E Chagford TER,Mineola,Detached,3,2,5,"1,233","$149,950 ","$150,000 ",3,9/29/2015,23831,CVR
1520469,786-690-27-05-00000,Single Family,CLOSD,52,3219 Mill Race RD,Shady Creek,Detached,3,2,5,"1,332","$149,950 ","$149,950 ",5,9/21/2015,23234,CVR
1516148,788-688-21-65-00000,Single Family,CLOSD,52,2933 Emblem DR,Ranch Acres,Detached,4,2,10,"1,973","$149,950 ","$146,000 ",65,9/21/2015,23234,CVR
1423058,789-658-72-83-00000,Single Family,CLOSD,52,3909 Terjo LN,Terjo Village,Detached,3,2,5,"1,232","$149,950 ","$148,000 ",3,9/30/2014,23831,CVR
1415773,789-660-36-67-00000,Single Family,CLOSD,52,3810 Kingstream Layne,Ascot Forest,Detached,3,2.1,7,"2,100","$149,950 ","$150,000 ",8,7/2/2014,23831,CVR
1401263,800-660-29-68-00000,Single Family,CLOSD,52,2048 Fortview DR,Coxendale,Detached,3,2,6,"1,944","$149,950 ","$140,000 ",79,5/27/2014,23831,CVR
1328638,791-667-52-48-00000,Single Family,CLOSD,52,9606 Proctors RD,Quail Oaks,Detached,5,2,9,"2,160","$149,950 ","$149,000 ",11,12/30/2013,23237,CVR
1314515,792-658-11-71-00000,Single Family,CLOSD,52,11521 Marsden RD,Trueheart Heights,Detached,3,1.1,8,"2,527","$149,950 ","$151,000 ",64,9/18/2013,23831,CVR
1222891,791-667-23-26-00000,Single Family,CLOSD,52,3018 Perlock RD,Quail Oaks,Detached,4,1.1,8,"1,526","$149,950 ","$150,000 ",163,4/12/2013,23237,CVR
1217625,792-659-07-83-00000,Single Family,CLOSD,52,3544 Castlebury DR,Cameron Run,Detached,3,2.1,7,"1,532","$149,950 ","$147,950 ",147,2/15/2013,23831,CVR
1503576,791-671-20-61-00000,Single Family,CLOSD,52,2801 Normandale AVE,Crescent Park,Detached,3,2.1,6,"1,400","$149,990 ","$147,000 ",15,3/31/2015,23237,CVR
1826921,791-66-79-49-900-000,Single Family,CLOSD,52,2918 Woodworth RD,Quail Oaks,Detached,3,1,7,"1,352","$149,995 ","$142,000 ",52,10/23/2018,23237,CVR
1640700,796-65-87-30-500-000,Condo/Town,CLOSD,52,2824 Goyne LOOP Unit#2824,Westchester Townhouses,Townhouse,3,2.1,6,"1,320","$149,995 ","$145,000 ",93,5/8/2017,23831,CVR
1632592,791-667-91-35-00000,Single Family,CLOSD,52,2943 Perlock RD,Quail Oaks,Detached,3,1,7,"1,510","$149,999 ","$145,000 ",110,2/28/2017,23237,CVR
2204613,791-65-99-98-300-000,Single Family,CLOSD,52,3552 Castlebury DR,Cameron Run,Detached,3,1.1,5,"1,097","$150,000 ","$200,500 ",6,3/30/2022,23831,CVR
2127962,788-68-23-38-000-000,Single Family,CLOSD,52,2923 Brentwood CIR,Sherbourne Heights,Detached,4,1.1,7,"1,238","$150,000 ","$155,000 ",5,10/4/2021,23237,CVR
2116969,787-68-97-72-500-000,Single Family,CLOSD,52,5226 Shady LN,None,Detached,3,2,6,"1,504","$150,000 ","$150,000 ",0,10/8/2021,23234,CVR
2021225,787-67-32-62-500-000,Single Family,CLOSD,52,3603 Firethorne CT,Kingsland Acres,Detached,3,1,5,"1,008","$150,000 ","$155,000 ",5,8/24/2020,23237,CVR
2009252,788-68-89-19-800-000,Single Family,CLOSD,52,2815 Cogbill RD,Ranch Acres,Detached,3,1,5,"1,193","$150,000 ","$170,000 ",3,4/24/2020,23234,CVR
1912113,791-68-37-03-900-000,Single Family,CLOSD,52,2410 Sherbourne RD,Bensley,Detached,3,2,6,"1,408","$150,000 ","$152,500 ",8,5/23/2019,23237,CVR
1833614,785-69-04-27-000-000,Single Family,CLOSD,52,3414 Shady Creek RD,Shady Creek,Detached,3,2,6,"1,688","$150,000 ","$157,000 ",4,12/7/2018,23234,CVR
1818137,791-68-45-60-700-000,Single Family,CLOSD,52,2413 Chester Hill CIR,Bensley,Detached,3,2,6,"1,252","$150,000 ","$155,000 ",4,6/28/2018,23234,CVR
1813322,785-69-22-21-900-000,Single Family,CLOSD,52,4912 Laudeen DR,Falling Creek Court,Detached,3,1.1,6,"1,300","$150,000 ","$150,000 ",3,6/25/2018,23234,CVR
1813292,795-65-91-05-200-000,Single Family,CLOSD,52,11540 Elmwood LN,Fan Court,Detached,3,2.1,8,"2,220","$150,000 ","$129,000 ",6,5/16/2018,23831,CVR
1735351,792-65-69-93-400-000,Single Family,CLOSD,52,3522 W Hundred RD,None,Detached,3,1,6,"1,040","$150,000 ","$148,000 ",6,11/7/2017,23831,CVR
1733770,792-66-81-60-500-000,Single Family,CLOSD,52,2900 Woodworth RD,Quail Oaks,Detached,3,1,6,"1,352","$150,000 ","$150,000 ",20,11/16/2017,23237,CVR
1732042,791-66-74-51-600-000,Single Family,CLOSD,52,3007 Perlock RD,Quail Oaks,Detached,3,2,7,"1,404","$150,000 ","$138,500 ",2,10/16/2017,23237,CVR
1640862,790-66-67-85-600-000,Single Family,CLOSD,52,9717 Ransom Hills TER,Proctors Point,Detached,3,2,5,"1,128","$150,000 ","$150,000 ",2,1/27/2017,23237,CVR
1612942,786-67-19-12-100-000,Single Family,CLOSD,52,8800 Firethorne LN,Kingsland Acres,Detached,3,1.1,6,"1,056","$150,000 ","$148,000 ",6,6/27/2016,23237,CVR
1509719,792-668-42-92-00000,Single Family,CLOSD,52,9410 Brandywine AVE,Quail Oaks,Detached,2,2.1,7,"1,776","$150,000 ","$135,000 ",30,6/26/2015,23237,CVR
1509196,796-657-52-46-00000,Condo/Town,CLOSD,52,12148 Perdue Springs LOOP Unit#12148,Westchester Townhouses,Townhouse,3,2.1,6,"1,360","$150,000 ","$148,500 ",76,7/31/2015,23831,CVR
1507191,788-682-39-66-00000,Single Family,CLOSD,52,2913 Brentwood CIR,Brentwood,Detached,4,2,7,"1,800","$150,000 ","$150,000 ",0,6/3/2015,23237,CVR
1322231,793-660-52-85-00000,Single Family,CLOSD,52,3318 New Found LN,Cameron Run,Detached,3,2,5,"1,330","$150,000 ","$147,000 ",82,12/16/2013,23831,CVR
1311021,789-683-20-35-00000,Single Family,CLOSD,52,2819 Sherbourne RD,Bensley,Detached,4,1.1,7,"1,665","$150,000 ","$145,000 ",5,6/7/2013,23237,CVR
1308221,788-664-37-23-00000,Single Family,CLOSD,52,10106 Farm Field CT,Hilltop Farms,Detached,3,2.1,8,"1,464","$150,000 ","$152,500 ",20,6/28/2013,23831,CVR
1223408,790-659-13-13-00000,Single Family,CLOSD,52,3810 Terjo LN,Terjo Village,Detached,3,3,6,"1,848","$150,000 ","$137,500 ",117,1/31/2013,23831,CVR
1528278,791-662-57-11-00000,Single Family,CLOSD,52,11000 Stilton DR,Mineola,Detached,3,1.1,5,"1,248","$152,000 ","$147,500 ",6,11/6/2015,23831,CVR
1423948,796-658-81-89-00000,Single Family,CLOSD,52,2719 Perdue AVE,Warfield Estates,Detached,3,2.1,7,"1,920","$152,000 ","$118,100 ",35,10/29/2014,23831,CVR
1418600,795-667-29-47-00000,Single Family,CLOSD,52,9908 Reymet CT,Rachels Way,Detached,3,2,5,"1,232","$152,000 ","$152,000 ",156,5/15/2015,23237,CVR
1226808,788-659-58-68-00000,Single Family,CLOSD,52,11104 Heathstead RD,Ascot Pointe,Detached,4,2.1,8,"1,970","$152,460 ","$155,000 ",29,1/10/2013,23831,CVR
1609510,791-66-14-66-600-000,Single Family,CLOSD,52,11036 Stilton DR,Mineola,Detached,3,2,5,"1,200","$152,950 ","$149,000 ",6,5/20/2016,23831,CVR
1402729,791-662-59-20-00000,Single Family,CLOSD,52,10930 Stilton DR,Mineola,Detached,3,2,5,"1,248","$153,000 ","$146,000 ",43,5/29/2014,23831,CVR
1425160,787-664-54-29-00000,Single Family,CLOSD,52,4102 Hilltop Farms TER,Hilltop Farms,Detached,3,2,6,"1,214","$153,900 ","$149,500 ",82,1/30/2015,23831,CVR
1823269,792-66-68-46-800-000,Single Family,CLOSD,52,2930 General BLVD,Central Park,Detached,3,2,5,"1,010","$154,000 ","$150,000 ",45,10/5/2018,23237,CVR
1817937,790-66-69-64-200-000,Single Family,CLOSD,52,9812 Ashwood RD,Quail Oaks,Detached,3,1.1,6,"1,040","$154,000 ","$156,000 ",9,8/14/2018,23237,CVR
1427534,788-664-50-66-00000,Single Family,CLOSD,52,3900 Farm Field,Hilltop Farms,Detached,3,2.1,6,"1,464","$154,000 ","$103,999 ",0,11/28/2014,23831,CVR
1426107,795-658-57-21-00000,Single Family,CLOSD,52,2925 Osborne RD,Goynes,Detached,3,1.1,7,"1,560","$154,000 ","$157,500 ",45,12/16/2014,23831,CVR
1710597,791-66-87-91-600-000,Single Family,CLOSD,52,2931 Galena AVE,Quail Oaks,Detached,4,2,7,"1,530","$154,500 ","$157,000 ",3,5/9/2017,23237,CVR
1418174,795-656-36-53-00000,Single Family,CLOSD,52,3110 Mount Clair RD,Dalewood,Detached,4,2,6,"1,982","$154,500 ","$152,500 ",-15,10/21/2014,23831,CVR
1801392,790-66-61-68-000-000,Single Family,CLOSD,52,9624 Ransom Hills PL,Proctors Point,Detached,3,2.1,8,"1,920","$154,900 ","$167,000 ",34,3/30/2018,23237,CVR
1627711,789-68-40-11-000-000,Single Family,CLOSD,52,2837 Dundas RD,Bensley,Detached,3,2,5,"1,476","$154,900 ","$154,900 ",50,11/30/2016,23237,CVR
1330881,796-658-82-12-00000,Condo/Town,CLOSD,52,2804 Goyne LOOP Unit#N/A,Westchester Townhouses,Townhouse,4,3.1,7,"1,706","$154,900 ","$150,000 ",86,4/23/2014,23831,CVR
1227743,791-662-96-80-00000,Single Family,CLOSD,52,10818 Belvoir RD,Carrisbrook At Mineola,Detached,3,2.1,6,"1,632","$154,900 ","$153,000 ",30,1/31/2013,23831,CVR
1212801,789-657-07-78-00000,Single Family,CLOSD,52,11525 Chester Station DR,Chester Station,Detached,5,3,9,"2,428","$154,900 ","$152,000 ",25,7/27/2012,23831,CVR
2000814,798-65-94-67-400-000,Single Family,CLOSD,52,2417 Arcadia AVE,Normandale Terrace,Detached,3,1,6,"1,075","$154,950 ","$146,900 ",23,3/16/2020,23831,CVR
1840211,793-66-64-46-100-000,Single Family,CLOSD,52,10001 Brandywine AVE,Central Park,Detached,2,1.1,5,"1,010","$154,950 ","$157,750 ",74,4/1/2019,23237,CVR
1818217,791-68-33-74-100-000,Single Family,CLOSD,52,2416 Sherbourne RD,Bensley,Detached,3,2,7,"1,420","$154,950 ","$154,950 ",5,7/12/2018,23237,CVR
1719978,794-66-73-90-600-000,Single Family,CLOSD,52,2616 General BLVD,Central Park,Detached,3,2,5,"1,176","$154,950 ","$157,000 ",2,7/28/2017,23237,CVR
1525535,793-660-67-89-00000,Single Family,CLOSD,52,3317 Walnut Cove CT,Cameron Run,Detached,3,1,5,"1,008","$154,950 ","$140,000 ",63,12/18/2015,23831,CVR
